DATE,PRCP,SNOW,TMAX,TMIN
2019-09-01,0,0,73,61
2019-09-02,0.95,0,72,61
2019-09-03,0,0,77,58
2019-09-04,0,0,79,61
2019-09-05,0,0,83,54
2019-09-06,0,0,68,53
2019-09-07,0,0,73,53
2019-09-08,0,0,70,56
2019-09-09,0,0,75,57
2019-09-10,0,0,72,57
2019-09-11,0,0,81,58
2019-09-12,0.51,0,89,67
2019-09-13,0.05,0,82,60
2019-09-14,0.04,0,62,60
2019-09-15,0.13,0,70,54
2019-09-16,0,0,77,55
2019-09-17,0,0,78,58
2019-09-18,0,0,74,50
2019-09-19,0,0,71,49
2019-09-20,0,0,72,47
2019-09-21,0,0,76,49
2019-09-22,0,0,83,54
2019-09-23,0,0,85,62
2019-09-24,0,0,78,58
2019-09-25,0,0,71,50
2019-09-26,0,0,77,51
2019-09-27,0.19,0,73,47
2019-09-28,0,0,76,48
2019-09-29,0,0,85,63
2019-09-30,0,0,73,60
2019-10-01,0.26,0,65,61
2019-10-02,0,0,85,65
2019-10-03,0.21,0,84,55
2019-10-04,0.14,0,64,54
2019-10-05,0,0,62,37
2019-10-06,0,0,60,39
2019-10-07,0.35,0,63,56
2019-10-08,0.36,0,58,50
2019-10-09,0,0,62,47
